ID,Name,SMILES,LogS,MolWt,MolLogP,MolMR,HeavyAtomCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,RingCount,TPSA,IsAmide
A-5515,Solvent red 135,Clc1c(Cl)c(Cl)c2C3=Nc4cccc5cccc(N3C(=O)c2c1Cl)c45,-7.1336144776,408.071,6.472,102.4435,25,3,0,7,0,122,4,0,1,5,34.89,True
A-5540,"N-(2,5-dichloro-4-{4-[(E)-2-(2,5-dichlorophenyl)diazen-1-yl]-3-hydroxynaphthalene-2-amido}phenyl)-4-[(E)-2-(2,5-dichlorophenyl)diazen-1-yl]-3-hydroxynaphthalene-2-carboxamide",Clc1ccc(Cl)c(N\N=C2/C(=O)C(=Cc3ccccc23)C(=O)Nc4cc(Cl)c(NC(=O)C5=Cc6ccccc6C(=N/Nc7cc(Cl)ccc7Cl)\C5=O)cc4Cl)c1,-8.1508681249,863.372,10.4489999999999,225.816799999999,56,8,4,16,8,278,5,0,2,7,141.12,True
A-5546,calcium bis(4-[(E)-2-{1-[(2-methylphenyl)carbamoyl]-2-oxopropyl}diazen-1-yl]-3-nitrobenzene-1-sulfonate),[Ca++].Cc1ccccc1NC(=O)CC(=O)CN=Nc2ccc(cc2[N+]([O-])=O)[S]([O-])(=O)=O.Cc3ccccc3NC(=O)CC(=O)CN=Nc4ccc(cc4[N+]([O-])=O)[S]([O-])(=O)=O,-7.7398036692,878.867999999999,4.59704,205.504599999999,59,18,2,25,16,304,4,0,0,4,342.46,True
A-5581,"propan-2-yl 3-[(Z)-2-{3-[(2,5-dichloro-4-{3-hydroxy-4-[(Z)-2-{2-methyl-5-[(propan-2-yloxy)carbonyl]phenyl}diazen-1-yl]naphthalene-2-amido}phenyl)carbamoyl]-2-hydroxynaphthalen-1-yl}diazen-1-yl]-4-methylbenzoate",CC(C)OC(=O)c1ccc(C)c(c1)N=Nc2c(O)c(cc3ccccc23)C(=O)Nc4cc(Cl)c(NC(=O)c5cc6ccccc6c(N=Nc7cc(ccc7C)C(=O)OC(C)C)c5O)cc4Cl,-7.0074879806,925.825999999999,13.7936399999999,255.406999999999,66,12,4,16,12,334,7,0,0,7,200.7,True
A-5583,"3-hydroxy-N-(2-methylphenyl)-4-[(E)-2-(2,4,5-trichlorophenyl)diazen-1-yl]naphthalene-2-carboxamide",Cc1ccccc1NC(=O)C2=Cc3ccccc3C(=N/Nc4cc(Cl)c(Cl)cc4Cl)\C2=O,-7.69430966,484.77,6.37622,130.8664,32,4,2,8,4,160,3,0,1,4,70.56,True
A-5584,N-(4-chlorophenyl)-2-[(4-methyl-2-nitrophenyl)diazenyl]-3-oxobutanamide,CC(=O)C(N=Nc1ccc(C)cc1[N+]([O-])=O)C(=O)Nc2ccc(Cl)cc2,-7.6052980935,374.784,4.23662,96.9001,26,6,1,9,6,134,2,0,0,2,114.03,True
A-5600,"4-({5-[(4-carbamoylphenyl)carbamoyl]-2-methoxyphenyl}diazenyl)-N-(5-chloro-2,4-dimethoxyphenyl)-3-hydroxy-2-naphthamide",COc1cc(OC)c(NC(=O)C2=Cc3ccccc3C(=N/Nc4cc(ccc4OC)C(=O)Nc5ccc(cc5)C(N)=O)\C2=O)cc1Cl,-7.8662401992,654.079,5.138,178.678499999999,47,9,4,13,10,238,4,0,1,5,170.44,True
A-5601,"N-(4-chloro-2,5-dimethoxyphenyl)-3-hydroxy-4-[(E)-2-[2-methoxy-5-(phenylcarbamoyl)phenyl]diazen-1-yl]naphthalene-2-carboxamide",COc1ccc(cc1N\N=C2/C(=O)C(=Cc3ccccc23)C(=O)Nc4cc(OC)c(Cl)cc4OC)C(=O)Nc5ccccc5,-7.8465603387,611.054,6.0391,170.160599999999,44,8,3,11,9,222,4,0,1,5,127.35,True
A-5603,"2-[(E)-2-(2-methoxyphenyl)diazen-1-yl]-3-oxo-N-(2-oxo-2,3-dihydro-1H-1,3-benzodiazol-5-yl)butanamide",COc1ccccc1N=NC(C(C)=O)C(=O)Nc2ccc3NC(=O)Nc3c2,-7.6305993261,367.365,2.54479999999999,99.5281,27,6,3,9,6,138,3,0,0,3,128.769999999999,True
A-5606,"N-(4-chloro-2,5-dimethoxyphenyl)-2-[(E)-2-(2-chloro-4-{3-chloro-4-[(E)-2-{1-[(4-chloro-2,5-dimethoxyphenyl)carbamoyl]-2-oxopropyl}diazen-1-yl]phenyl}phenyl)diazen-1-yl]-3-oxobutanamide",COc1cc(NC(=O)C(N=Nc2ccc(cc2Cl)c3ccc(N=NC(C(C)=O)C(=O)Nc4cc(OC)c(Cl)cc4OC)c(Cl)c3)C(C)=O)c(OC)cc1Cl,-8.0045326037,818.498,9.36159999999999,206.239399999999,54,12,2,18,15,282,4,0,0,4,178.699999999999,True
A-5607,"5-methyl-2-phenyl-4-(phenyldiazenyl)-2,4-dihydro-3H-pyrazol-3-one",CC1=NN(c2ccccc2)C(=O)C1N=Nc3ccccc3,-7.5414466266,278.315,3.5616,81.783,21,4,0,5,3,104,2,0,1,3,57.39,True
A-5621,"N-(5-chloro-2,4-dimethoxyphenyl)-4-[(E)-2-[5-(diethylsulfamoyl)-2-methoxyphenyl]diazen-1-yl]-3-hydroxynaphthalene-2-carboxamide",CCN(CC)[S](=O)(=O)c1ccc(OC)c(N\N=C2\C(=O)C(=Cc3ccccc23)C(=O)Nc4cc(Cl)c(OC)cc4OC)c1,-7.9052553562,627.119,4.8173,165.872199999999,43,9,2,13,11,226,3,0,1,4,135.63,True
A-5623,2-[(E)-2-(4-chloro-2-nitrophenyl)diazen-1-yl]-N-(2-chlorophenyl)-3-oxobutanamide,CC(=O)C(N=Nc1ccc(Cl)cc1[N+]([O-])=O)C(=O)Nc2ccccc2Cl,-7.72175787039999,395.202,4.5816,97.1730999999999,26,6,1,10,6,134,2,0,0,2,114.03,True
A-5624,"4-{[2,5-dimethoxy-4-(methylsulfamoyl)phenyl]diazenyl}-3-hydroxy-N-(2-oxo-2,3-dihydro-1H-benzimidazol-5-yl)-2-naphthamide",CN[S](=O)(=O)c1cc(OC)c(N\N=C2/C(=O)C(=Cc3ccccc23)C(=O)Nc4ccc5NC(=O)Nc5c4)cc1OC,-7.8916361395,576.591,2.20249999999999,152.926299999999,41,9,5,14,8,210,4,0,1,5,183.839999999999,True
A-5663,"1-ethyl-6-hydroxy-4-methyl-5-[(E)-2-(2-nitrophenyl)diazen-1-yl]-2-oxo-1,2-dihydropyridine-3-carbonitrile",CCN1C(=O)C(=N/Nc2ccccc2[N+]([O-])=O)\C(=C(C#N)C1=O)C,-6.815976001,327.3,1.59148,84.8611,24,7,1,9,4,122,1,0,1,2,128.7,True
A-5664,"4-chloro-N-(5-chloro-2-methylphenyl)-3-[(E)-2-{1-[(4-{2-[(E)-2-{2-chloro-5-[(5-chloro-2-methylphenyl)carbamoyl]phenyl}diazen-1-yl]-3-oxobutanamido}-2,5-dimethylphenyl)carbamoyl]-2-oxopropyl}diazen-1-yl]benzamide",CC(=O)C(N=Nc1cc(ccc1Cl)C(=O)Nc2cc(Cl)ccc2C)C(=O)Nc3cc(C)c(NC(=O)C(N=Nc4cc(ccc4Cl)C(=O)Nc5cc(Cl)ccc5C)C(C)=O)cc3C,-7.2632335384,916.649999999999,11.3984799999999,242.333799999999,62,10,4,18,14,318,5,0,0,5,199.98,True
A-5667,2-[(E)-2-(2-chloro-4-{3-chloro-4-[(E)-2-[2-oxo-1-(phenylcarbamoyl)propyl]diazen-1-yl]phenyl}phenyl)diazen-1-yl]-3-oxo-N-phenylbutanamide; 2-[(E)-2-(2-chloro-4-{3-chloro-4-[(E)-2-{1-[(4-methoxyphenyl)carbamoyl]-2-oxopropyl}diazen-1-yl]phenyl}phenyl)diazen-1-yl]-3-oxo-N-phenylbutanamide; 2-[(E)-2-(2-chloro-4-{3-chloro-4-[(E)-2-{1-[(4-methoxyphenyl)carbamoyl]-2-oxopropyl}diazen-1-yl]phenyl}phenyl)diazen-1-yl]-N-(4-methoxyphenyl)-3-oxobutanamide,COc1ccc(NC(=O)C(N=Nc2ccc(cc2Cl)c3ccc(N=NC(C(C)=O)C(=O)Nc4ccccc4)c(Cl)c3)C(C)=O)cc1.COc5ccc(NC(=O)C(N=Nc6ccc(cc6Cl)c7ccc(N=NC(C(C)=O)C(=O)Nc8ccc(OC)cc8)c(Cl)c7)C(C)=O)cc5.CC(=O)C(N=Nc9ccc(cc9Cl)c%10ccc(N=NC(C(C)=O)C(=O)Nc%11ccccc%11)c(Cl)c%10)C(=O)Nc%12ccccc%12,-8.5404809541,1978.58999999999,24.087,529.690200000001,138,27,6,39,36,702,12,0,0,12,453.03,True
A-5670,"4-[(E)-2-(2,5-dichlorophenyl)diazen-1-yl]-3-hydroxy-N-phenylnaphthalene-2-carboxamide",Clc1ccc(Cl)c(N\N=C2\C(=O)C(=Cc3ccccc23)C(=O)Nc4ccccc4)c1,-7.9073894624,436.298,5.4144,121.119399999999,30,4,2,7,4,148,3,0,1,4,70.56,True
A-5671,"2,2'-[(3,3'-dichlorobiphenyl-4,4'-diyl)didiazene-2,1-diyl]bis[N-(4-methylphenyl)-3-oxobutanamide]",CC(=O)C(N=Nc1ccc(cc1Cl)c2ccc(N=NC(C(C)=O)C(=O)Nc3ccc(C)cc3)c(Cl)c2)C(=O)Nc4ccc(C)cc4,-8.1019307222,657.558,8.63724,179.485399999999,46,8,2,12,11,234,4,0,0,4,141.779999999999,True
A-5695,"4-[(1,5-dihydro-3-methyl-5-oxo-1-phenyl-4H-pyrazol-4-ylidene)methyl]-2,4-dihydro-5-methyl-2-phenyl-3H-pyrazol-3-one",CC1=NN(c2ccccc2)C(=O)C1/C=C/3C(=NN(c4ccccc4)C3=O)C,-7.8822713548,358.401,3.3744,105.647,27,4,0,6,3,134,2,0,2,4,65.34,True
A-5696,3-hydroxy-4-[(E)-2-(2-methyl-4-nitrophenyl)diazen-1-yl]-N-(2-methylphenyl)naphthalene-2-carboxamide,Cc1ccccc1NC(=O)C2=Cc3ccccc3C(=N/Nc4ccc(cc4C)[N+]([O-])=O)/C2=O,-7.98114765679999,440.459,4.63264,127.2278,33,6,2,8,5,164,3,0,1,4,113.699999999999,True
A-5697,"4-[(E)-2-(2-chloro-4-{3-chloro-4-[(E)-2-(3-methyl-5-oxo-1-phenyl-4,5-dihydro-1H-pyrazol-4-yl)diazen-1-yl]phenyl}phenyl)diazen-1-yl]-3-methyl-1-phenyl-4,5-dihydro-1H-pyrazol-5-one",CC\1=NN(C(=O)C1=N/Nc2ccc(cc2Cl)c3ccc(N\N=C4/C(=NN(C4=O)c5ccccc5)C)c(Cl)c3)c6ccccc6,-8.1416267302,623.504,7.0416,178.087399999999,44,8,2,12,7,218,4,0,2,6,114.12,True
A-5698,"methyl 4-[(2,5-dichlorophenyl)carbamoyl]-2-({2-hydroxy-3-[(2-methoxyphenyl)carbamoyl]-1-naphthyl}diazenyl)benzoate",COC(=O)c1ccc(cc1N\N=C2/C(=O)C(=Cc3ccccc23)C(=O)Nc4ccccc4OC)C(=O)Nc5cc(Cl)ccc5Cl,-8.1750686223,643.483,6.4619,173.406099999999,45,8,3,12,8,226,4,0,1,5,135.19,True
A-5712,"2,6-di-tert-butyl-4-nonylphenol",[O-][N+](=O)c1ncn(CC(=O)Nc2cc(ccc2Cl)C(F)(F)F)n1,-5.96810676669999,349.656,2.4972,71.7601,23,6,1,12,4,122,2,0,0,2,102.95,True
A-5742,N-(5-chloro-2-methoxyphenyl)-3-hydroxy-4-[(E)-2-[2-methoxy-5-(phenylcarbamoyl)phenyl]diazen-1-yl]naphthalene-2-carboxamide,COc1ccc(cc1N\N=C2/C(=O)C(=Cc3ccccc23)C(=O)Nc4cc(Cl)ccc4OC)C(=O)Nc5ccccc5,-8.1844134651,581.028,6.0305,163.608599999999,42,7,3,10,8,210,4,0,1,5,118.12,True
A-5746,"4-[(E)-2-(2-chloro-4-{3-chloro-4-[(E)-2-[3-methyl-1-(4-methylphenyl)-5-oxo-4,5-dihydro-1H-pyrazol-4-yl]diazen-1-yl]phenyl}phenyl)diazen-1-yl]-3-methyl-1-(4-methylphenyl)-4,5-dihydro-1H-pyrazol-5-one",Cc1ccc(cc1)N2N=C(C)C(N=Nc3ccc(cc3Cl)c4ccc(N=NC5C(=NN(c6ccc(C)cc6)C5=O)C)c(Cl)c4)C2=O,-8.2698850372,651.558,9.02724,182.053999999999,46,8,0,12,7,230,4,0,2,6,114.779999999999,True
A-5750,"3-hydroxy-4-[(E)-2-[2-methoxy-5-methyl-4-(methylsulfamoyl)phenyl]diazen-1-yl]-N-(2-oxo-2,3-dihydro-1H-1,3-benzodiazol-5-yl)naphthalene-2-carboxamide",CN[S](=O)(=O)c1cc(OC)c(N\N=C2/C(=O)C(=Cc3ccccc23)C(=O)Nc4ccc5NC(=O)Nc5c4)cc1C,-8.2171679788,560.592,2.50232,151.111299999999,40,8,5,13,7,204,4,0,1,5,174.609999999999,True
A-5755,"butyl 2-[(E)-2-{2-hydroxy-3-[(2-oxo-2,3-dihydro-1H-1,3-benzodiazol-5-yl)carbamoyl]naphthalen-1-yl}diazen-1-yl]benzoate",CCCCOC(=O)c1ccccc1N\N=C2/C(=O)C(=Cc3ccccc23)C(=O)Nc4ccc5NC(=O)Nc5c4,-8.2138073561,523.549,4.2341,148.767299999999,39,7,4,10,8,196,4,0,1,5,145.509999999999,True
A-5759,4-[(E)-2-(4-carbamoylphenyl)diazen-1-yl]-3-hydroxy-N-(2-methoxyphenyl)naphthalene-2-carboxamide,COc1ccccc1NC(=O)C2=Cc3ccccc3C(=N/Nc4ccc(cc4)C(N)=O)/C2=O,-8.1667842337,440.459,3.21509999999999,126.1693,33,6,3,8,6,164,3,0,1,4,122.88,True
A-5785,N-(4-acetamidophenyl)-4-[(5-carbamoyl-2-chlorophenyl)diazenyl]-3-hydroxy-2-naphthamide,CC(=O)Nc1ccc(NC(=O)C2=Cc3ccccc3C(=N/Nc4cc(ccc4Cl)C(N)=O)/C2=O)cc1,-7.30444380679999,501.93,3.8183,138.930999999999,36,6,4,10,6,180,3,0,1,4,142.75,True
A-5812,"2-[(E)-2-(2,5-dichloro-4-{2,5-dichloro-4-[(E)-2-{1-[(2,4-dimethylphenyl)carbamoyl]-2-oxopropyl}diazen-1-yl]phenyl}phenyl)diazen-1-yl]-N-(2,4-dimethylphenyl)-3-oxobutanamide",CC(=O)C(N=Nc1cc(Cl)c(cc1Cl)c2cc(Cl)c(cc2Cl)N=NC(C(C)=O)C(=O)Nc3ccc(C)cc3C)C(=O)Nc4ccc(C)cc4C,-8.4626870474,754.502,10.5608799999999,198.979399999999,50,8,2,14,11,258,4,0,0,4,141.779999999999,True
A-5813,2-[(E)-2-(2-chloro-4-{3-chloro-4-[(E)-2-{1-[(2-methoxyphenyl)carbamoyl]-2-oxopropyl}diazen-1-yl]phenyl}phenyl)diazen-1-yl]-N-(2-methoxyphenyl)-3-oxobutanamide,COc1ccccc1NC(=O)C(N=Nc2ccc(cc2Cl)c3ccc(N=NC(C(C)=O)C(=O)Nc4ccccc4OC)c(Cl)c3)C(C)=O,-8.4235961938,689.556,8.0376,183.115399999999,48,10,2,14,13,246,4,0,0,4,160.239999999999,True
A-5819,"diethyl 4,4'-[(3,3'-dichlorobiphenyl-4,4'-diyl)didiazene-2,1-diyl]bis(5-oxo-1-phenyl-4,5-dihydro-1H-pyrazole-3-carboxylate)",CCOC(=O)C1=NN(C(=O)C1N=Nc2ccc(cc2Cl)c3ccc(N=NC4C(=O)N(N=C4C(=O)OCC)c5ccccc5)c(Cl)c3)c6ccccc6,-8.5265601286,739.576,7.4968,194.497999999999,52,12,0,16,11,262,4,0,2,6,167.379999999999,True
A-5823,"2-[(E)-2-(2-chloro-4-{3-chloro-4-[(E)-2-{1-[(2,4-dimethylphenyl)carbamoyl]-2-oxopropyl}diazen-1-yl]phenyl}phenyl)diazen-1-yl]-N-(2,4-dimethylphenyl)-3-oxobutanamide; N-(4-chloro-2,5-dimethoxyphenyl)-2-[(E)-2-(2-chloro-4-{3-chloro-4-[(E)-2-{1-[(2,4-dimethylphenyl)carbamoyl]-2-oxopropyl}diazen-1-yl]phenyl}phenyl)diazen-1-yl]-3-oxobutanamide; N-(4-chloro-2,5-dimethoxyphenyl)-2-[(E)-2-(2-chloro-4-{3-chloro-4-[(E)-2-{1-[(4-chloro-2,5-dimethoxyphenyl)carbamoyl]-2-oxopropyl}diazen-1-yl]phenyl}phenyl)diazen-1-yl]-3-oxobutanamide",COc1cc(NC(=O)C(N=Nc2ccc(cc2Cl)c3ccc(N=NC(C(C)=O)C(=O)Nc4ccc(C)cc4C)c(Cl)c3)C(C)=O)c(OC)cc1Cl.COc5cc(NC(=O)C(N=Nc6ccc(cc6Cl)c7ccc(N=NC(C(C)=O)C(=O)Nc8cc(OC)c(Cl)cc8OC)c(Cl)c7)C(C)=O)c(OC)cc5Cl.CC(=O)C(N=Nc9ccc(cc9Cl)c%10ccc(N=NC(C(C)=O)C(=O)Nc%11ccc(C)cc%11C)c(Cl)c%10)C(=O)Nc%12ccc(C)cc%12C,-9.052340862,2256.16499999999,27.92352,592.798200000002,153,30,6,45,39,792,12,0,0,12,480.719999999999,True
A-5829,2-[(E)-2-(4-chloro-2-nitrophenyl)diazen-1-yl]-N-(2-methoxyphenyl)-3-oxobutanamide,COc1ccccc1NC(=O)C(N=Nc2ccc(Cl)cc2[N+]([O-])=O)C(C)=O,-7.3063783536,390.783,3.9368,98.7151,27,7,1,10,7,140,2,0,0,2,123.259999999999,True
A-5835,"4-[(E)-2-[2-chloro-5-(trifluoromethyl)phenyl]diazen-1-yl]-N-(2,5-dichloro-4-{4-[(E)-2-[2-chloro-5-(trifluoromethyl)phenyl]diazen-1-yl]-3-hydroxynaphthalene-2-amido}phenyl)-3-hydroxynaphthalene-2-carboxamide",FC(F)(F)c1ccc(Cl)c(N\N=C2/C(=O)C(=Cc3ccccc23)C(=O)Nc4cc(Cl)c(NC(=O)C5=Cc6ccccc6C(=N/Nc7cc(ccc7Cl)C(F)(F)F)\C5=O)cc4Cl)c1,-7.6922433716,930.476,11.1797999999999,225.800799999999,62,8,4,20,8,314,5,0,2,7,141.12,True
A-5839,"2-[(E)-2-{2-oxo-1-[(2-oxo-2,3-dihydro-1H-1,3-benzodiazol-5-yl)carbamoyl]propyl}diazen-1-yl]benzoic acid",CC(=O)C(N=Nc1ccccc1C(O)=O)C(=O)Nc2ccc3NC(=O)Nc3c2,-7.3309014707,381.348,2.2344,99.9354,28,6,4,10,6,142,3,0,0,3,156.839999999999,True
A-5841,"2,2'-[ethylenebis(oxyphenyl-2,1-eneazo)]bis[N-(2,3-dihydro-2-oxo-1H-benzimidazol-5-yl)-3-oxobutyramide",CC(=O)C(N=Nc1ccccc1OCCOc2ccccc2N=NC(C(C)=O)C(=O)Nc3ccc4NC(=O)Nc4c3)C(=O)Nc5ccc6NC(=O)Nc6c5,-7.6344855683,732.713999999999,4.8436,196.942199999999,54,12,6,18,15,274,6,0,0,6,257.539999999999,True
A-5842,"4-[(E)-2-(2,5-dichlorophenyl)diazen-1-yl]-3-hydroxy-N-(2-oxo-2,3-dihydro-1H-1,3-benzodiazol-5-yl)naphthalene-2-carboxamide",Clc1ccc(Cl)c(N\N=C2/C(=O)C(=Cc3ccccc23)C(=O)Nc4ccc5NC(=O)Nc5c4)c1,-7.46180032179999,492.322,4.584,133.596799999999,34,5,4,10,4,168,4,0,1,5,119.209999999999,True
A-5843,calcium bis(4-[(E)-2-{1-[(2-chlorophenyl)carbamoyl]-2-oxopropyl}diazen-1-yl]-3-nitrobenzene-1-sulfonate),[Ca++].CC(=O)C(N=Nc1ccc(cc1[N+]([O-])=O)[S]([O-])(=O)=O)C(=O)Nc2ccccc2Cl,-5.4514607628,479.891,2.4515,105.880299999999,30,9,1,14,7,152,2,0,0,2,171.23,True
A-5854,Solvent orange 60,O=C1N2c3cccc4cccc(N=C2c5ccccc15)c34,-7.255740326,270.291,3.8584,82.4035,21,3,0,3,0,98,4,0,1,5,34.89,True
A-5864,"3-oxo-N-(2-oxo-2,3-dihydro-1H-1,3-benzodiazol-5-yl)-2-[(E)-2-[2-(trifluoromethyl)phenyl]diazen-1-yl]butanamide",CC(=O)C(N=Nc1ccccc1C(F)(F)F)C(=O)Nc2ccc3NC(=O)Nc3c2,-7.45552683299999,405.336,3.555,97.9781,29,5,3,11,5,150,3,0,0,3,119.539999999999,True
A-5865,"bis(2-chloroethyl) 3,3'-[(2,5-dimethyl-p-phenylene)bis[iminocarbonyl(2-hydroxy-1,3-naphthylene)azo]]di-p-toluate",Cc1ccc(cc1N\N=C2\C(=O)C(=Cc3ccccc23)C(=O)Nc4cc(C)c(NC(=O)C5=Cc6ccccc6C(=N/Nc7c(C)cccc7C(=O)OCCCl)/C5=O)cc4C)C(=O)OCCCl,-7.8142410285,925.825999999999,8.55348,256.709799999999,66,12,4,16,14,334,5,0,2,7,193.719999999999,True
A-5866,"2-[(E)-2-(4-chloro-2-nitrophenyl)diazen-1-yl]-3-oxo-N-(2-oxo-2,3-dihydro-1H-1,3-benzodiazol-5-yl)butanamide",CC(=O)C(N=Nc1ccc(Cl)cc1[N+]([O-])=O)C(=O)Nc2ccc3NC(=O)Nc3c2,-7.47377987669999,416.781,3.09779999999999,104.6405,29,7,3,12,6,148,3,0,0,3,162.679999999999,True
A-5875,2-[(E)-2-(4-methyl-2-nitrophenyl)diazen-1-yl]-3-oxo-N-phenylbutanamide,CC(=O)C(N=Nc1ccc(C)cc1[N+]([O-])=O)C(=O)Nc2ccccc2,-7.4179683662,340.339,3.58322,91.8901,25,6,1,8,6,128,2,0,0,2,114.03,True
A-5884,4-[(4-chloro-2-nitrophenyl)diazenyl]-3-hydroxy-N-(2-methylphenyl)-2-naphthamide,Cc1ccccc1NC(=O)C2=Cc3ccccc3C(=N/Nc4ccc(Cl)cc4[N+]([O-])=O)/C2=O,-7.5632144901,460.877,4.97762,127.5008,33,6,2,9,5,164,3,0,1,4,113.699999999999,True
A-5894,"calcium bis(3-(3-{2-[(1Z)-3-[(4-methoxyphenyl)carbamoyl]-2-oxo-1,2-dihydronaphthalen-1-ylidene]hydrazin-1-yl}-4-methylbenzamido)benzene-1-sulfonate)",[Ca++].COc1ccc(NC(=O)C2=Cc3ccccc3/C(=N/Nc4cc(ccc4C)C(=O)Nc5cccc(c5)[S]([O-])(=O)=O)C2=O)cc1.COc6ccc(NC(=O)C7=Cc8ccccc8/C(=N/Nc9cc(ccc9C)C(=O)Nc%10cccc(c%10)[S]([O-])(=O)=O)C7=O)cc6,-7.05093118269999,1259.358,8.78124,335.2476,89,18,6,25,16,444,8,0,2,10,332.179999999999,True
A-5895,4-[(E)-2-(4-carbamoylphenyl)diazen-1-yl]-N-(2-ethoxyphenyl)-3-hydroxynaphthalene-2-carboxamide,CCOc1ccccc1NC(=O)C2=Cc3ccccc3C(=N/Nc4ccc(cc4)C(N)=O)\C2=O,-7.5819735484,454.486,3.6052,130.7863,34,6,3,8,7,170,3,0,1,4,122.88,True
A-5896,3-hydroxy-4-[(2-methyl-5-nitrophenyl)diazenyl]-N-phenyl-2-naphthamide,Cc1ccc(cc1N\N=C2/C(=O)C(=Cc3ccccc23)C(=O)Nc4ccccc4)[N+]([O-])=O,-7.5579677799,426.432,4.32422,122.4908,32,6,2,8,5,158,3,0,1,4,113.7,True
A-5898,"2-[(E)-2-(4-nitrophenyl)diazen-1-yl]-3-oxo-N-(2-oxo-2,3-dihydro-1H-1,3-benzodiazol-5-yl)butanamide",CC(=O)C(N=Nc1ccc(cc1)[N+]([O-])=O)C(=O)Nc2ccc3NC(=O)Nc3c2,-7.5255403409,382.336,2.4444,99.6305,28,7,3,11,6,142,3,0,0,3,162.679999999999,True
A-5899,"N-(3-chloro-4-{4-[(E)-2-(2,5-dichlorophenyl)diazen-1-yl]-3-hydroxynaphthalene-2-amido}phenyl)-4-[(E)-2-(2,5-dichlorophenyl)diazen-1-yl]-3-hydroxynaphthalene-2-carboxamide",Clc1ccc(Cl)c(N\N=C2\C(=O)C(=Cc3ccccc23)C(=O)Nc4ccc(NC(=O)C5=Cc6ccccc6C(=N/Nc7cc(Cl)ccc7Cl)\C5=O)c(Cl)c4)c1,-7.86929826309999,828.926999999999,9.79559999999999,220.806799999999,55,8,4,15,8,272,5,0,2,7,141.12,True
A-5909,"N-(4-carbamoylphenyl)-4-[(E)-2-{2-oxo-1-[(2-oxo-2,3-dihydro-1H-1,3-benzodiazol-5-yl)carbamoyl]propyl}diazen-1-yl]benzamide",CC(=O)C(N=Nc1ccc(cc1)C(=O)Nc2ccc(cc2)C(N)=O)C(=O)Nc3ccc4NC(=O)Nc4c3,-6.67280880559999,499.487,2.88739999999999,135.8892,37,7,5,12,8,186,4,0,0,4,191.729999999999,True
A-5918,"2,2'-[(3,3'-dichlorobiphenyl-4,4'-diyl)didiazene-2,1-diyl]bis[N-(4-ethoxyphenyl)-3-oxobutanamide]",CCOc1ccc(NC(=O)C(N=Nc2ccc(cc2Cl)c3ccc(N=NC(C(C)=O)C(=O)Nc4ccc(OCC)cc4)c(Cl)c3)C(C)=O)cc1,-7.83058261679999,717.61,8.8178,192.349399999999,50,10,2,14,15,258,4,0,0,4,160.239999999999,True
A-5921,4-chloro-N-(3-chloro-2-methylphenyl)-3-[(E)-2-{1-[(5-chloro-4-{2-[(E)-2-{2-chloro-5-[(3-chloro-2-methylphenyl)carbamoyl]phenyl}diazen-1-yl]-3-oxobutanamido}-2-methylphenyl)carbamoyl]-2-oxopropyl}diazen-1-yl]benzamide,CC(=O)C(N=Nc1cc(ccc1Cl)C(=O)Nc2cccc(Cl)c2C)C(=O)Nc3cc(Cl)c(NC(=O)C(N=Nc4cc(ccc4Cl)C(=O)Nc5cccc(Cl)c5C)C(C)=O)cc3C,-7.9717711074,937.067999999999,11.7434599999999,242.606799999999,62,10,4,19,14,318,5,0,0,5,199.98,True
A-5922,N-(5-chloro-2-methylphenyl)-3-hydroxy-4-[(E)-2-[2-methoxy-5-(phenylcarbamoyl)phenyl]diazen-1-yl]naphthalene-2-carboxamide,COc1ccc(cc1N\N=C2/C(=O)C(=Cc3ccccc23)C(=O)Nc4cc(Cl)ccc4C)C(=O)Nc5ccccc5,-7.7520707385,565.029,6.33032,161.793599999999,41,6,3,9,7,204,4,0,1,5,108.889999999999,True
A-5924,2-[(E)-2-(4-methoxy-2-nitrophenyl)diazen-1-yl]-N-(2-methoxyphenyl)-3-oxobutanamide,COc1ccc(N=NC(C(C)=O)C(=O)Nc2ccccc2OC)c(c1)[N+]([O-])=O,-8.3082430527,386.364,3.292,100.2571,28,8,1,10,8,146,2,0,0,2,132.49,True
A-5925,"3-hydroxy-4-[(E)-2-[2-methoxy-5-(phenylcarbamoyl)phenyl]diazen-1-yl]-N-(2-oxo-2,3-dihydro-1H-1,3-benzodiazol-5-yl)naphthalene-2-carboxamide",COc1ccc(cc1N\N=C2/C(=O)C(=Cc3ccccc23)C(=O)Nc4ccc5NC(=O)Nc5c4)C(=O)Nc6ccccc6,-8.4790833317,572.581,4.5381,164.523999999999,43,7,5,11,7,212,5,0,1,6,157.539999999999,True
A-5929,"4-[(E)-2-(2,5-dichlorophenyl)diazen-1-yl]-3-hydroxy-N-(2-methoxyphenyl)naphthalene-2-carboxamide",COc1ccccc1NC(=O)C2=Cc3ccccc3C(=N/Nc4cc(Cl)ccc4Cl)\C2=O,-8.4645677849,466.324,5.423,127.6714,32,5,2,8,5,160,3,0,1,4,79.7899999999999,True
